"IndicatorId","Label","MeasurementType","Denominator"
"CM_HRFR_C_SNG","High-risk fertility risk ratio: Single risk category","Ratio","Births in five years preceding survey"
"CM_HRFR_C_A1B","High-risk fertility risk ratio: Age < 18 & birth interval < 24 months","Ratio","Births in five years preceding survey"
"CM_HRFR_C_A2B","High-risk fertility risk ratio: Age > 34 & birth interval < 24 months","Ratio","Births in five years preceding survey"
"CM_HRFR_C_ABO","High-risk fertility risk ratio: Age > 34 & birth order > 3","Ratio","Births in five years preceding survey"
"CM_HRFR_C_A3B","High-risk fertility risk ratio: Age > 34, birth interval < 24 and birth order > 3","Ratio","Births in five years preceding survey"
"CM_HRFR_C_BIO","High-risk fertility risk ratio: Birth interval < 24 & birth order > 3","Ratio","Births in five years preceding survey"
"CM_HRFR_C_MLT","High-risk fertility risk ratio: Multiple risk categories","Ratio","Births in five years preceding survey"
"CM_HRFR_C_ANY","High-risk fertility risk ratio: In any risk category","Ratio","Births in five years preceding survey"
"CM_HRFR_C_A1S","High-risk fertility risk ratio: Mother's age < 18 subtotal","Ratio","Births in five years preceding survey"
"CM_HRFR_C_A3S","High-risk fertility risk ratio: Mother's age > 34 subtotal","Ratio","Births in five years preceding survey"
"CM_HRFR_C_B1S","High-risk fertility risk ratio: Birth interval < 24 months subtotal","Ratio","Births in five years preceding survey"
"CM_HRFR_C_B3S","High-risk fertility risk ratio: Birth order > 3 subtotal","Ratio","Births in five years preceding survey"
"CM_HRFR_U_NON","Number of births (unweighted) in risk category: Not in any risk category","Number","Births in five years preceding survey"
"CM_HRFR_U_FOB","Number of births (unweighted) in risk category: First birth","Number","Births in five years preceding survey"
"CM_HRFR_U_A18","Number of births (unweighted) in risk category: Mother's age < 18","Number","Births in five years preceding survey"
"CM_HRFR_U_A34","Number of births (unweighted) in risk category: Mother's age > 34","Number","Births in five years preceding survey"
"CM_HRFR_U_B24","Number of births (unweighted) in risk category: Birth interval < 24 months","Number","Births in five years preceding survey"
"CM_HRFR_U_BO3","Number of births (unweighted) in risk category: Birth order > 3","Number","Births in five years preceding survey"
"CM_HRFR_U_SNG","Number of births (unweighted) in risk category: Single risk category","Number","Births in five years preceding survey"
"CM_HRFR_U_A1B","Number of births (unweighted) in risk category: Age < 18 & birth interval < 24 months","Number","Births in five years preceding survey"
"CM_HRFR_U_A2B","Number of births (unweighted) in risk category: Age > 34 & birth interval < 24 months","Number","Births in five years preceding survey"
"CM_HRFR_U_ABO","Number of births (unweighted) in risk category: Age > 34 & birth order > 3","Number","Births in five years preceding survey"
"CM_HRFR_U_A3B","Number of births (unweighted) in risk category: Age > 34, birth interval < 24 and birth order > 3","Number","Births in five years preceding survey"
"CM_HRFR_U_BIO","Number of births (unweighted) in risk category: Birth interval < 24 & birth order > 3","Number","Births in five years preceding survey"
"CM_HRFR_U_MLT","Number of births (unweighted) in risk category: Multiple risk categories","Number","Births in five years preceding survey"
"CM_HRFR_U_ANY","Number of births (unweighted) in risk category: In any risk category","Number","Births in five years preceding survey"
"CM_HRFR_U_A1S","Number of births (unweighted) in risk category: Mother's age < 18 subtotal","Number","Births in five years preceding survey"
"CM_HRFR_U_A3S","Number of births (unweighted) in risk category: Mother's age > 34 subtotal","Number","Births in five years preceding survey"
"CM_HRFR_U_B1S","Number of births (unweighted) in risk category: Birth interval < 24 months subtotal","Number","Births in five years preceding survey"
"CM_HRFR_U_B3S","Number of births (unweighted) in risk category: Birth order > 3 subtotal","Number","Births in five years preceding survey"
"CM_HRFW_W_NON","High-risk fertility behavior: Not in any risk category","Percent","Currently married women"
"CM_HRFW_W_FOB","High-risk fertility behavior: First birth","Percent","Currently married women"
"CM_HRFW_W_A18","High-risk fertility behavior: Mother's age < 18","Percent","Currently married women"
"CM_HRFW_W_A34","High-risk fertility behavior: Mother's age > 34","Percent","Currently married women"
"CM_HRFW_W_B24","High-risk fertility behavior: Birth interval < 24 months","Percent","Currently married women"
"CM_HRFW_W_BO3","High-risk fertility behavior: Birth order > 3","Percent","Currently married women"
"CM_HRFW_W_SNG","High-risk fertility behavior: Single risk category","Percent","Currently married women"
"CM_HRFW_W_A1B","High-risk fertility behavior: Age < 18 & birth interval < 24 months","Percent","Currently married women"
"CM_HRFW_W_A2B","High-risk fertility behavior: Age > 34 & birth interval < 24 months","Percent","Currently married women"
"CM_HRFW_W_ABO","High-risk fertility behavior: Age > 34 & birth order > 3","Percent","Currently married women"
"CM_HRFW_W_A3B","High-risk fertility behavior: Age > 34, birth interval < 24 and birth order > 3","Percent","Currently married women"
"CM_HRFW_W_BIO","High-risk fertility behavior: Birth interval < 24 & birth order > 3","Percent","Currently married women"
"CM_HRFW_W_MLT","High-risk fertility behavior: Multiple risk categories","Percent","Currently married women"
"CM_HRFW_W_ANY","High-risk fertility behavior: In any risk category","Percent","Currently married women"
"CM_HRFW_W_A1S","High-risk births: Mother's age < 18 subtotal","Percent","Currently married women"
"CM_HRFW_W_A3S","High-risk births: Mother's age > 34 subtotal","Percent","Currently married women"
"CM_HRFW_W_B1S","High-risk births: Birth interval < 24 months subtotal","Percent","Currently married women"
"CM_HRFW_W_B3S","High-risk births: Birth order > 3 subtotal","Percent","Currently married women"
"CM_HRFW_W_TOT","High risk fertility behavior: Total","Percent","Currently married women"
"CM_HRFW_W_NUM","Number of married women","Number","Currently married women"
"CM_HRFW_W_UNW","Number of married women (unweighted)","Number","Currently married women"
"MM_AMRT_W_DTH","Deaths of adult women","Number",""
"MM_AMRT_W_EXP","Years of exposure to the risk of mortality for women","Number",""
"MM_AMRT_W_EXU","Years of exposure to the risk of mortality for women (unweighted)","Number",""
"MM_AMRT_W_AMR","Adult female mortality rate","Rate","Per thousand population"
"MM_AMRT_M_DTH","Deaths of adult men","Number",""
"MM_AMRT_M_EXP","Years of exposure to the risk of mortality for men","Number",""
"MM_AMRT_M_EXU","Years of exposure to the risk of mortality for men (unweighted)","Number",""
"MM_AMRT_M_AMR","Adult male mortality rate","Rate","Per thousand population"
"MM_AMPB_W_AMP","Probability of dying between exact age 15 and 50 (35q15) for women","Rate","Per thousand person years "
"MM_AMPB_M_AMP","Probability of dying between exact age 15 and 50 (35q15) for men","Rate","Per thousand person years "
"MM_MMRT_W_FDP","Female deaths that are pregnancy-related","Percent","Deaths to female siblings in the seven years preceding the survey"
"MM_MMRT_W_FDM","Female deaths that are maternal","Percent","Deaths to female siblings in the seven years preceding the survey"
"MM_MMRT_W_PDT","Number of pregnancy-related deaths","Number",""
"MM_MMRT_W_MDT","Number of maternal deaths","Number",""
"MM_MMRT_W_EXP","Years of exposure to the risk of mortality for women","Number",""
"MM_MMRT_W_EXU","Years of exposure to the risk of mortality for women (unweighted)","Number",""
"MM_MMRT_W_PRT","Pregnancy-related mortality rate","Rate","Per thousand woman years "
"MM_MMRT_W_MRT","Maternal mortality rate","Rate","Per thousand woman years "
"MM_MMRO_W_GFR","General fertility rate","Rate","Per thousand population"
"MM_MMRO_W_PMR","Pregnancy-related mortality ratio","Ratio","Per hundred thousand live births"
"MM_MMRO_W_PIL","Pregnancy-related mortality ratio CI lower bound (PRMR-2SE)","Ratio","Per hundred thousand live births"
"MM_MMRO_W_PIH","Pregnancy-related mortality ratio CI upper bound (PRMR+2SE)","Ratio","Per hundred thousand live births"
"MM_MMRO_W_LTP","Lifetime risk of pregnancy-related death","Rate","Per woman"
"MM_MMRO_W_MMR","Maternal mortality ratio","Ratio","Per hundred thousand live births"
"MM_MMRO_W_CIL","Maternal mortality ratio CI lower bound (MMR-2SE)","Ratio","Per hundred thousand live births"
"MM_MMRO_W_CIH","Maternal mortality ratio CI upper bound (MMR+2SE)","Ratio","Per hundred thousand live births"
"MM_MMRO_W_LTR","Lifetime risk of maternal death","Rate","Per woman"
"RH_ANCP_W_DOC","Antenatal care provider: Doctor","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCP_W_NRS","Antenatal care provider: Nurse/midwife","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCP_W_AUX","Antenatal care provider: Auxiliary nurse/midwife","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCP_W_CHW","Antenatal care provider: Community health worker","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCP_W_OHW","Antenatal care provider: Other health worker","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCP_W_TBA","Antenatal care provider: Traditional birth attendant","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCP_W_OTH","Antenatal care provider: Other","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCP_W_MIS","Antenatal care provider: Missing ","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCP_W_NON","No antenatal care","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCP_W_TOT","Antenatal care: Total","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCP_W_SKP","Antenatal care from a skilled provider","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCP_W_NUM","Number of women with a live birth in the last five (or three) years","Number","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCP_W_UNW","Number of women with a live birth in the last five (or three) years (unweighted)","Number","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCN_W_NON","Antenatal visits for pregnancy: None","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCN_W_N01","Antenatal visits for pregnancy: 1","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCN_W_N23","Antenatal visits for pregnancy: 2-3 visits","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCN_W_N4P","Antenatal visits for pregnancy: 4+ visits","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCN_W_DKM","Antenatal visits for pregnancy: don't know or missing","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCN_W_TOT","Number of women with a birth in the last five (or three) years","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCT_W_NON","Timing of first antenatal check: No antenatal care","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCT_W_TL4","Timing of first antenatal check: Less than 4 months","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCT_W_T45","Timing of first antenatal check: 4-5 months","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCT_W_T67","Timing of first antenatal check: 6-7 months","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCT_W_T8P","Timing of first antenatal check: 8+ months","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCT_W_DKM","Timing of first antenatal check: don't know or missing information on timing","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCT_W_TOT","Timing of first antenatal check: Total","Percent","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCT_W_NUM","Number of women with a birth in the last five (or three) years","Number","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCT_W_UNW","Number of women with a birth in the last five (or three) years (unweighted)","Number","Women who had a live birth in the five (or three) years preceding the survey"
"RH_ANCT_W_MED","Median months of pregnancy at first antenatal care visit","Median","Women who had a live birth in the five (or three) years preceding the survey and received ANC"
