NAME      , LABEL
h8_1      , received polio 3    
h8_2      , received polio 3    
h8_3      , received polio 3    
h8_4      , received polio 3    
h8_5      , received polio 3    
h8_6      , received polio 3    
h8d_1     , polio 3 day 
h8d_2     , polio 3 day 
h8d_3     , polio 3 day 
h8d_4     , polio 3 day 
h8d_5     , polio 3 day 
h8d_6     , polio 3 day 
h8m_1     , polio 3 month   
h8m_2     , polio 3 month   
h8m_3     , polio 3 month   
h8m_4     , polio 3 month   
h8m_5     , polio 3 month   
h8m_6     , polio 3 month   
h8y_1     , polio 3 year    
h8y_2     , polio 3 year    
h8y_3     , polio 3 year    
h8y_4     , polio 3 year    
h8y_5     , polio 3 year    
h8y_6     , polio 3 year    
h9_1      , received measles    
h9_2      , received measles    
h9_3      , received measles    
h9_4      , received measles    
h9_5      , received measles    
h9_6      , received measles    
h9d_1     , measles day 
h9d_2     , measles day 
h9d_3     , measles day 
h9d_4     , measles day 
h9d_5     , measles day 
h9d_6     , measles day 
h9m_1     , measles month   
h9m_2     , measles month   
h9m_3     , measles month   
h9m_4     , measles month   
h9m_5     , measles month   
h9m_6     , measles month   
h9y_1     , measles year    
h9y_2     , measles year    
h9y_3     , measles year    
h9y_4     , measles year    
h9y_5     , measles year    
h9y_6     , measles year    
h0_1      , received polio 0    
h0_2      , received polio 0    
h0_3      , received polio 0    
h0_4      , received polio 0    
h0_5      , received polio 0    
h0_6      , received polio 0    
h0d_1     , polio 0 day 
h0d_2     , polio 0 day 
h0d_3     , polio 0 day 
h0d_4     , polio 0 day 
h0d_5     , polio 0 day 
h0d_6     , polio 0 day 
h0m_1     , polio 0 month   
h0m_2     , polio 0 month   
h0m_3     , polio 0 month   
h0m_4     , polio 0 month   
h0m_5     , polio 0 month   
h0m_6     , polio 0 month   
h0y_1     , polio 0 year    
h0y_2     , polio 0 year    
h0y_3     , polio 0 year    
h0y_4     , polio 0 year    
h0y_5     , polio 0 year    
h0y_6     , polio 0 year    
h10_1     , ever had vaccination    
h10_2     , ever had vaccination    
h10_3     , ever had vaccination    
h10_4     , ever had vaccination    
h10_5     , ever had vaccination    
h10_6     , ever had vaccination    
h11_1     , had diarrhea recently   
h11_2     , had diarrhea recently   
h11_3     , had diarrhea recently   
h11_4     , had diarrhea recently   
h11_5     , had diarrhea recently   
h11_6     , had diarrhea recently   
h11b_1    , blood in the stools 
h11b_2    , blood in the stools 
h11b_3    , blood in the stools 
h11b_4    , blood in the stools 
h11b_5    , blood in the stools 
h11b_6    , blood in the stools 
h12a_1    , diarrhea: government hosp.  
h12a_2    , diarrhea: government hosp.  
h12a_3    , diarrhea: government hosp.  
h12a_4    , diarrhea: government hosp.  
h12a_5    , diarrhea: government hosp.  
h12a_6    , diarrhea: government hosp.  
h12b_1    , diarrhea: govt health center    
h12b_2    , diarrhea: govt health center    
h12b_3    , diarrhea: govt health center    
h12b_4    , diarrhea: govt health center    
h12b_5    , diarrhea: govt health center    
h12b_6    , diarrhea: govt health center    
h12c_1    , diarrhea: govt health post  
h12c_2    , diarrhea: govt health post  
h12c_3    , diarrhea: govt health post  
h12c_4    , diarrhea: govt health post  
h12c_5    , diarrhea: govt health post  
h12c_6    , diarrhea: govt health post  
h12d_1    , diarrhea: mobile clinic 
h12d_2    , diarrhea: mobile clinic 
h12d_3    , diarrhea: mobile clinic 
h12d_4    , diarrhea: mobile clinic 
h12d_5    , diarrhea: mobile clinic 
h12d_6    , diarrhea: mobile clinic 
h12e_1    , diarrhea: prov. hospital    
h12e_2    , diarrhea: prov. hospital    
h12e_3    , diarrhea: prov. hospital    
h12e_4    , diarrhea: prov. hospital    
h12e_5    , diarrhea: prov. hospital    
h12e_6    , diarrhea: prov. hospital    
h12f_1    , diarrhea: cs dist. hospital 
h12f_2    , diarrhea: cs dist. hospital 
h12f_3    , diarrhea: cs dist. hospital 
h12f_4    , diarrhea: cs dist. hospital 
h12f_5    , diarrhea: cs dist. hospital 
h12f_6    , diarrhea: cs dist. hospital 
h12g_1    , diarrhea: cs outreach   
h12g_2    , diarrhea: cs outreach   
h12g_3    , diarrhea: cs outreach   
h12g_4    , diarrhea: cs outreach   
h12g_5    , diarrhea: cs outreach   
h12g_6    , diarrhea: cs outreach   
h12h_1    , diarrhea: cs military hosp. 
h12h_2    , diarrhea: cs military hosp. 
h12h_3    , diarrhea: cs military hosp. 
h12h_4    , diarrhea: cs military hosp. 
h12h_5    , diarrhea: cs military hosp. 
h12h_6    , diarrhea: cs military hosp. 
h12i_1    , diarrhea: other public sector   
h12i_2    , diarrhea: other public sector   
h12i_3    , diarrhea: other public sector   
h12i_4    , diarrhea: other public sector   
h12i_5    , diarrhea: other public sector   
h12i_6    , diarrhea: other public sector   
h12j_1    , diarrhea: private hosp/clin.    
h12j_2    , diarrhea: private hosp/clin.    
h12j_3    , diarrhea: private hosp/clin.    
h12j_4    , diarrhea: private hosp/clin.    
h12j_5    , diarrhea: private hosp/clin.    
h12j_6    , diarrhea: private hosp/clin.    
h12k_1    , diarrhea: private pharmacy  
h12k_2    , diarrhea: private pharmacy  
h12k_3    , diarrhea: private pharmacy  
h12k_4    , diarrhea: private pharmacy  
h12k_5    , diarrhea: private pharmacy  
h12k_6    , diarrhea: private pharmacy  
h12l_1    , diarrhea: private doctor    
h12l_2    , diarrhea: private doctor    
h12l_3    , diarrhea: private doctor    
h12l_4    , diarrhea: private doctor    
h12l_5    , diarrhea: private doctor    
h12l_6    , diarrhea: private doctor    
h12m_1    , diarrhea: private mobile cln    
h12m_2    , diarrhea: private mobile cln    
h12m_3    , diarrhea: private mobile cln    
h12m_4    , diarrhea: private mobile cln    
h12m_5    , diarrhea: private mobile cln    
h12m_6    , diarrhea: private mobile cln    
h12n_1    , diarrhea: private fieldworker   
h12n_2    , diarrhea: private fieldworker   
h12n_3    , diarrhea: private fieldworker   
h12n_4    , diarrhea: private fieldworker   
h12n_5    , diarrhea: private fieldworker   
h12n_6    , diarrhea: private fieldworker   
h12o_1    , diarrhea: cs visit of trained health worker 
h12o_2    , diarrhea: cs visit of trained health worker 
h12o_3    , diarrhea: cs visit of trained health worker 
h12o_4    , diarrhea: cs visit of trained health worker 
h12o_5    , diarrhea: cs visit of trained health worker 
h12o_6    , diarrhea: cs visit of trained health worker 
h12p_1    , diarrhea: cs med.priv sector    
h12p_2    , diarrhea: cs med.priv sector    
h12p_3    , diarrhea: cs med.priv sector    
h12p_4    , diarrhea: cs med.priv sector    
h12p_5    , diarrhea: cs med.priv sector    
h12p_6    , diarrhea: cs med.priv sector    
h12q_1    , diarrhea: cs med.priv sector    
h12q_2    , diarrhea: cs med.priv sector    
h12q_3    , diarrhea: cs med.priv sector    
h12q_4    , diarrhea: cs med.priv sector    
h12q_5    , diarrhea: cs med.priv sector    
h12q_6    , diarrhea: cs med.priv sector    
h12r_1    , diarrhea: other med.priv sect.  
h12r_2    , diarrhea: other med.priv sect.  
h12r_3    , diarrhea: other med.priv sect.  
h12r_4    , diarrhea: other med.priv sect.  
h12r_5    , diarrhea: other med.priv sect.  
h12r_6    , diarrhea: other med.priv sect.  
h12s_1    , diarrhea: shop  
h12s_2    , diarrhea: shop  
h12s_3    , diarrhea: shop  
h12s_4    , diarrhea: shop  
h12s_5    , diarrhea: shop  
h12s_6    , diarrhea: shop  
h12t_1    , diarrhea: traditional pract.    
h12t_2    , diarrhea: traditional pract.    
h12t_3    , diarrhea: traditional pract.    
h12t_4    , diarrhea: traditional pract.    
h12t_5    , diarrhea: traditional pract.    
h12t_6    , diarrhea: traditional pract.    
h12u_1    , diarrhea: cs oth.priv sector    
h12u_2    , diarrhea: cs oth.priv sector    
h12u_3    , diarrhea: cs oth.priv sector    
h12u_4    , diarrhea: cs oth.priv sector    
h12u_5    , diarrhea: cs oth.priv sector    
h12u_6    , diarrhea: cs oth.priv sector    
h12v_1    , diarrhea: cs oth.priv sector    
h12v_2    , diarrhea: cs oth.priv sector    
h12v_3    , diarrhea: cs oth.priv sector    
h12v_4    , diarrhea: cs oth.priv sector    
h12v_5    , diarrhea: cs oth.priv sector    
h12v_6    , diarrhea: cs oth.priv sector    
h12w_1    , diarrhea: cs oth.priv sector    
h12w_2    , diarrhea: cs oth.priv sector    
h12w_3    , diarrhea: cs oth.priv sector    
h12w_4    , diarrhea: cs oth.priv sector    
h12w_5    , diarrhea: cs oth.priv sector    
h12w_6    , diarrhea: cs oth.priv sector    
h12x_1    , diarrhea: other 
h12x_2    , diarrhea: other 
h12x_3    , diarrhea: other 
h12x_4    , diarrhea: other 
h12x_5    , diarrhea: other 
h12x_6    , diarrhea: other 
h12y_1    , diarrhea: no treatment  
h12y_2    , diarrhea: no treatment  
h12y_3    , diarrhea: no treatment  
h12y_4    , diarrhea: no treatment  
h12y_5    , diarrhea: no treatment  
h12y_6    , diarrhea: no treatment  
h12z_1    , diarrhea: medical treatment 
h12z_2    , diarrhea: medical treatment 
h12z_3    , diarrhea: medical treatment 
h12z_4    , diarrhea: medical treatment 
h12z_5    , diarrhea: medical treatment 
h12z_6    , diarrhea: medical treatment 
h13_1     , given oral rehydration  
h13_2     , given oral rehydration  
h13_3     , given oral rehydration  
h13_4     , given oral rehydration  
h13_5     , given oral rehydration  
h13_6     , given oral rehydration  
h13b_1    , given a pre-packaged ors liquid 
h13b_2    , given a pre-packaged ors liquid 
h13b_3    , given a pre-packaged ors liquid 
h13b_4    , given a pre-packaged ors liquid 
h13b_5    , given a pre-packaged ors liquid 
h13b_6    , given a pre-packaged ors liquid 
h14_1     , given recommend. home solution  
h14_2     , given recommend. home solution  
h14_3     , given recommend. home solution  
h14_4     , given recommend. home solution  
h14_5     , given recommend. home solution  
h14_6     , given recommend. home solution  
h15_1     , given antibiotic pills or syrups    
h15_2     , given antibiotic pills or syrups    
h15_3     , given antibiotic pills or syrups    
h15_4     , given antibiotic pills or syrups    
h15_5     , given antibiotic pills or syrups    
h15_6     , given antibiotic pills or syrups    
h15a_1    , given antimotility  
h15a_2    , given antimotility  
h15a_3    , given antimotility  
h15a_4    , given antimotility  
h15a_5    , given antimotility  
h15a_6    , given antimotility  
h15b_1    , given an antibiotic injection   
h15b_2    , given an antibiotic injection   
h15b_3    , given an antibiotic injection   
h15b_4    , given an antibiotic injection   
h15b_5    , given an antibiotic injection   
h15b_6    , given an antibiotic injection   
h15c_1    , given an intravenous (iv)   
h15c_2    , given an intravenous (iv)   
h15c_3    , given an intravenous (iv)   
h15c_4    , given an intravenous (iv)   
